loss,created_at,avg_val_loss,learning_rate,epoch
"tensor(0.1180, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:24.865291,,,
"tensor(0.1031, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:25.177434,,,
"tensor(0.1048, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:25.470152,,,
"tensor(0.1037, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:25.914664,,,
,2021-02-28 18:00:27.168427,0.11491293460130692,0.00045125,298.0
"tensor(0.0999, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:30.117363,,,
"tensor(0.0648, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:30.426773,,,
"tensor(0.0916, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:30.730785,,,
"tensor(0.1343, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:31.011791,,,
"tensor(0.0832, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:31.317706,,,
"tensor(0.0689, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:31.608670,,,
"tensor(0.1294, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:31.865025,,,
"tensor(0.0982, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:32.122861,,,
"tensor(0.1301, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:32.448777,,,
"tensor(0.1072, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:32.768495,,,
"tensor(0.0737, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:33.071055,,,
"tensor(0.1432, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:33.347909,,,
"tensor(0.0860, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:33.787987,,,
,2021-02-28 18:00:34.722479,0.10081262141466141,0.00045125,299.0
"tensor(0.0895, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:37.753195,,,
"tensor(0.1377, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:38.055763,,,
"tensor(0.1363, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:38.348523,,,
"tensor(0.0888, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:38.620685,,,
"tensor(0.1302, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:38.877391,,,
"tensor(0.1592, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:39.166618,,,
"tensor(0.0780, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:39.435449,,,
"tensor(0.0909, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:39.698463,,,
"tensor(0.0963, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:39.966174,,,
"tensor(0.0916, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:40.259066,,,
"tensor(0.1027, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:40.531107,,,
"tensor(0.1288, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:40.822923,,,
"tensor(0.0887, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:41.369916,,,
,2021-02-28 18:00:42.460615,0.10912807285785675,0.00045125,300.0
"tensor(0.1013, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:45.452521,,,
"tensor(0.1459, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:45.735736,,,
"tensor(0.0864, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:45.992669,,,
"tensor(0.0948, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:46.277597,,,
"tensor(0.1105, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:46.550301,,,
"tensor(0.1272, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:46.807592,,,
"tensor(0.0839, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:47.073217,,,
"tensor(0.0996, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:47.413771,,,
"tensor(0.0816, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:47.704577,,,
"tensor(0.1526, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:47.964943,,,
"tensor(0.0472, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:48.224691,,,
"tensor(0.0835, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:48.531736,,,
"tensor(0.0880, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:49.011475,,,
,2021-02-28 18:00:49.969628,0.10020846873521805,0.00045125,301.0
"tensor(0.0751, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:52.949350,,,
"tensor(0.0854, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:53.260890,,,
"tensor(0.0722, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:53.554972,,,
"tensor(0.1085, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:53.824620,,,
"tensor(0.1097, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:54.090387,,,
"tensor(0.0827, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:54.352671,,,
"tensor(0.1117, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:54.637285,,,
"tensor(0.0957, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:54.879313,,,
"tensor(0.0928, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:55.161891,,,
"tensor(0.0827, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:55.483055,,,
"tensor(0.0827, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:55.760617,,,
"tensor(0.0620, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:56.040806,,,
"tensor(0.0717, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:00:56.501402,,,
,2021-02-28 18:00:57.677495,0.08713976293802261,0.00045125,302.0
"tensor(0.0722, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:00.801350,,,
"tensor(0.0968, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:01.113901,,,
"tensor(0.0861, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:01.412133,,,
"tensor(0.0564, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:01.703337,,,
"tensor(0.0763, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:01.960481,,,
"tensor(0.1003, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:02.226212,,,
"tensor(0.0643, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:02.509756,,,
"tensor(0.0830, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:02.768265,,,
"tensor(0.1087, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:03.091056,,,
"tensor(0.0672, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:03.363078,,,
"tensor(0.0999, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:03.622327,,,
"tensor(0.0938, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:03.877018,,,
"tensor(0.0675, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:04.355489,,,
,2021-02-28 18:01:05.582686,0.08250385522842407,0.00045125,303.0
"tensor(0.0792, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:08.585057,,,
"tensor(0.0735, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:08.886983,,,
"tensor(0.0906, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:09.156654,,,
"tensor(0.0610, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:09.433262,,,
"tensor(0.0669, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:09.729160,,,
"tensor(0.0701, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:09.986318,,,
"tensor(0.0723, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:10.266004,,,
"tensor(0.0807, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:10.525458,,,
"tensor(0.0759, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:10.774479,,,
"tensor(0.0723, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:11.047329,,,
"tensor(0.0769, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:11.322517,,,
"tensor(0.0887, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:11.625512,,,
"tensor(0.1211, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:12.077911,,,
,2021-02-28 18:01:13.015044,0.07917286455631256,0.00045125,304.0
"tensor(0.0719, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:15.965959,,,
"tensor(0.0762, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:16.281885,,,
"tensor(0.0799, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:16.565520,,,
"tensor(0.0636, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:16.854827,,,
"tensor(0.0818, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:17.129133,,,
"tensor(0.0659, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:17.393754,,,
"tensor(0.0770, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:17.724161,,,
"tensor(0.0695, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:18.017018,,,
"tensor(0.0682, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:18.286232,,,
"tensor(0.0838, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:18.559724,,,
"tensor(0.0589, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:18.801619,,,
"tensor(0.1091, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:19.057301,,,
"tensor(0.1098, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:19.511331,,,
,2021-02-28 18:01:20.781556,0.07812341302633286,0.00045125,305.0
"tensor(0.0613, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:23.905995,,,
"tensor(0.1187, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:24.208979,,,
"tensor(0.0865, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:24.452126,,,
"tensor(0.0675, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:24.723630,,,
"tensor(0.0780, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:25.010283,,,
"tensor(0.1177, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:25.334994,,,
"tensor(0.0594, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:25.596305,,,
"tensor(0.1060, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:25.837237,,,
"tensor(0.0939, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:26.081642,,,
"tensor(0.0856, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:26.350488,,,
"tensor(0.0698, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:26.591591,,,
"tensor(0.1165, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:26.850567,,,
"tensor(0.0798, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:27.352776,,,
,2021-02-28 18:01:28.486681,0.08773770183324814,0.00045125,306.0
"tensor(0.0927, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:31.741332,,,
"tensor(0.1161, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:32.052435,,,
"tensor(0.1121, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:32.340671,,,
"tensor(0.0620, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:32.591905,,,
"tensor(0.0848, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:32.889116,,,
"tensor(0.0567, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:33.190534,,,
"tensor(0.0986, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:33.477364,,,
"tensor(0.0574, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:33.778086,,,
"tensor(0.0904, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:34.057938,,,
"tensor(0.0808, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:34.308081,,,
"tensor(0.0707, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:34.556998,,,
"tensor(0.0797, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:34.852210,,,
"tensor(0.0815, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:35.351292,,,
,2021-02-28 18:01:36.375836,0.08334242552518845,0.00045125,307.0
"tensor(0.0725, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:39.464075,,,
"tensor(0.0728, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:39.798308,,,
"tensor(0.1112, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:40.073048,,,
"tensor(0.0900, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:40.354301,,,
"tensor(0.0791, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:40.642703,,,
"tensor(0.0998, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:40.903769,,,
"tensor(0.0932, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:41.165001,,,
"tensor(0.0935, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:41.466929,,,
"tensor(0.0736, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:41.799879,,,
"tensor(0.1026, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:42.077363,,,
"tensor(0.0574, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:42.344620,,,
"tensor(0.0828, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:42.630992,,,
"tensor(0.0671, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:43.119210,,,
,2021-02-28 18:01:44.173010,0.0842648595571518,0.00045125,308.0
"tensor(0.0703, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:47.218591,,,
"tensor(0.1277, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:47.535477,,,
"tensor(0.1067, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:47.782471,,,
"tensor(0.0678, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:48.093509,,,
"tensor(0.0877, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:48.386884,,,
"tensor(0.0731, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:48.682057,,,
"tensor(0.1198, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:48.941077,,,
"tensor(0.0981, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:49.180411,,,
"tensor(0.0731, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:49.426305,,,
"tensor(0.0649, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:49.684732,,,
"tensor(0.0787, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:49.979906,,,
"tensor(0.0837, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:50.274985,,,
"tensor(0.0964, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:50.760688,,,
,2021-02-28 18:01:52.094157,0.08831563591957092,0.00045125,309.0
"tensor(0.1023, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:55.142578,,,
"tensor(0.0847, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:55.467756,,,
"tensor(0.0602, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:55.799671,,,
"tensor(0.1215, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:56.072826,,,
"tensor(0.0768, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:56.327630,,,
"tensor(0.0496, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:56.617077,,,
"tensor(0.1119, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:56.883741,,,
"tensor(0.0804, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:57.130678,,,
"tensor(0.1138, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:57.394116,,,
"tensor(0.0793, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:57.636737,,,
"tensor(0.1197, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:57.931855,,,
"tensor(0.0663, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:58.185234,,,
"tensor(0.1054, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:01:58.665703,,,
,2021-02-28 18:01:59.632994,0.09013886004686356,0.00045125,310.0
"tensor(0.1106, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:02.716407,,,
"tensor(0.0424, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:03.031202,,,
"tensor(0.0846, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:03.315248,,,
"tensor(0.0832, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:03.600956,,,
"tensor(0.0865, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:03.865229,,,
"tensor(0.1250, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:04.147039,,,
"tensor(0.0669, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:04.432158,,,
"tensor(0.0711, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:04.719543,,,
"tensor(0.0838, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:04.985521,,,
"tensor(0.1014, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:05.247226,,,
"tensor(0.0869, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:05.483696,,,
"tensor(0.0947, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:05.756446,,,
"tensor(0.0765, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:06.294146,,,
,2021-02-28 18:02:07.264543,0.0856655016541481,0.00045125,311.0
"tensor(0.0496, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:10.321716,,,
"tensor(0.0987, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:10.680200,,,
"tensor(0.0886, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:10.979920,,,
"tensor(0.0838, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:11.237968,,,
"tensor(0.0644, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:11.493497,,,
"tensor(0.0632, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:11.769259,,,
"tensor(0.0726, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:12.044847,,,
"tensor(0.0612, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:12.318810,,,
"tensor(0.0564, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:12.617141,,,
"tensor(0.0841, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:12.926857,,,
"tensor(0.0624, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:13.222062,,,
"tensor(0.0908, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:13.492307,,,
"tensor(0.0532, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:13.958146,,,
,2021-02-28 18:02:15.013663,0.07146941870450974,0.00045125,312.0
"tensor(0.0854, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:18.240385,,,
"tensor(0.0769, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:18.577752,,,
"tensor(0.0989, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:18.839582,,,
"tensor(0.0502, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:19.089280,,,
"tensor(0.1073, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:19.328999,,,
"tensor(0.0607, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:19.579137,,,
"tensor(0.0485, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:19.839502,,,
"tensor(0.0653, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:20.108548,,,
"tensor(0.0618, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:20.358542,,,
"tensor(0.0717, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:20.655492,,,
"tensor(0.0714, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:20.926340,,,
"tensor(0.0442, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:21.201055,,,
"tensor(0.0857, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:21.667273,,,
,2021-02-28 18:02:22.870224,0.0713886022567749,0.00045125,313.0
"tensor(0.0471, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:26.061560,,,
"tensor(0.0737, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:26.365764,,,
"tensor(0.0759, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:26.657285,,,
"tensor(0.0977, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:26.945529,,,
"tensor(0.0720, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:27.194772,,,
"tensor(0.0607, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:27.438507,,,
"tensor(0.0601, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:27.703870,,,
"tensor(0.0577, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:27.998986,,,
"tensor(0.0781, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:28.275000,,,
"tensor(0.1085, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:28.565099,,,
"tensor(0.0716, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:28.858080,,,
"tensor(0.0507, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:29.166909,,,
"tensor(0.0697, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:29.655753,,,
,2021-02-28 18:02:30.620117,0.07103897631168365,0.00045125,314.0
"tensor(0.0658, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:33.898928,,,
"tensor(0.0747, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:34.233164,,,
"tensor(0.0795, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:34.526581,,,
"tensor(0.0620, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:34.792074,,,
"tensor(0.1163, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:35.077994,,,
"tensor(0.0682, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:35.364577,,,
"tensor(0.1037, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:35.638634,,,
"tensor(0.0902, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:35.897572,,,
"tensor(0.0647, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:36.182995,,,
"tensor(0.0447, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:36.461455,,,
"tensor(0.0647, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:36.726397,,,
"tensor(0.0624, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:36.996149,,,
"tensor(0.0667, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:37.519711,,,
,2021-02-28 18:02:38.682347,0.07412704080343246,0.00045125,315.0
"tensor(0.0705, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:41.771863,,,
"tensor(0.0681, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:42.072605,,,
"tensor(0.0496, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:42.340381,,,
"tensor(0.0459, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:42.644167,,,
"tensor(0.0472, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:42.945940,,,
"tensor(0.0993, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:43.236267,,,
"tensor(0.0730, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:43.514027,,,
"tensor(0.0946, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:43.775083,,,
"tensor(0.0513, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:44.043433,,,
"tensor(0.0798, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:44.346538,,,
"tensor(0.0752, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:44.657408,,,
"tensor(0.0687, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:44.963999,,,
"tensor(0.0779, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:45.461589,,,
,2021-02-28 18:02:46.668862,0.06932970136404037,0.00045125,316.0
"tensor(0.0932, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:49.946835,,,
"tensor(0.0645, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:50.241829,,,
"tensor(0.0762, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:50.504847,,,
"tensor(0.0824, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:50.806033,,,
"tensor(0.0829, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:51.112160,,,
"tensor(0.0777, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:51.386182,,,
"tensor(0.0914, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:51.659058,,,
"tensor(0.0918, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:51.951532,,,
"tensor(0.1152, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:52.203087,,,
"tensor(0.1070, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:52.472003,,,
"tensor(0.1060, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:52.715634,,,
"tensor(0.1231, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 18:02:52.961146,,,
