loss,created_at,avg_val_loss,learning_rate,epoch
,2021-02-28 17:37:19.742376,0.5894839763641357,0.0005,84.0
"tensor(0.3707, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:20.936200,,,
"tensor(0.6319, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:21.256408,,,
"tensor(0.6879, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:21.522340,,,
"tensor(0.5445, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:21.839641,,,
"tensor(0.5012, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:22.113331,,,
"tensor(0.6963, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:22.405221,,,
"tensor(0.5238, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:22.667193,,,
"tensor(0.5160, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:22.928738,,,
"tensor(0.6334, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:23.182120,,,
"tensor(0.9373, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:23.450683,,,
"tensor(0.6521, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:23.738707,,,
"tensor(0.3791, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:24.027521,,,
"tensor(0.7486, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:24.363493,,,
,2021-02-28 17:37:25.269784,0.6017646193504333,0.0005,85.0
"tensor(0.4641, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:26.313207,,,
"tensor(0.3918, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:26.610690,,,
"tensor(0.6288, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:26.878885,,,
"tensor(0.4730, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:27.203214,,,
"tensor(0.7998, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:27.497624,,,
"tensor(0.6609, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:27.742982,,,
"tensor(0.7140, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:27.995381,,,
"tensor(0.9683, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:28.271504,,,
"tensor(0.6519, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:28.522797,,,
"tensor(0.5503, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:28.791984,,,
"tensor(0.3546, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:29.076390,,,
"tensor(0.5076, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:29.333113,,,
"tensor(0.5977, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:29.717227,,,
,2021-02-28 17:37:30.381936,0.5971384048461914,0.0005,86.0
"tensor(0.3275, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:31.448876,,,
"tensor(0.7066, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:31.696184,,,
"tensor(0.4984, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:31.939462,,,
"tensor(0.6876, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:32.192478,,,
"tensor(0.4991, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:32.504667,,,
"tensor(0.5960, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:32.836384,,,
"tensor(0.4568, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:33.099415,,,
"tensor(0.6915, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:33.349177,,,
"tensor(0.5271, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:33.632074,,,
"tensor(0.6748, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:33.902252,,,
"tensor(0.7673, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:34.158829,,,
"tensor(0.7242, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:34.413534,,,
"tensor(0.5536, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:34.804997,,,
,2021-02-28 17:37:35.442064,0.5931243300437927,0.0005,87.0
"tensor(0.6390, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:36.544619,,,
"tensor(0.6537, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:36.820020,,,
"tensor(0.4797, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:37.086204,,,
"tensor(0.6518, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:37.385702,,,
"tensor(0.6359, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:37.725701,,,
"tensor(0.6515, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:37.973964,,,
"tensor(0.5816, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:38.243149,,,
"tensor(0.5891, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:38.519236,,,
"tensor(0.4422, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:38.817444,,,
"tensor(0.6009, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:39.112415,,,
"tensor(0.6907, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:39.368235,,,
"tensor(0.5539, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:39.697601,,,
"tensor(0.5274, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:40.075699,,,
,2021-02-28 17:37:41.027138,0.5921132564544678,0.0005,88.0
"tensor(0.8161, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:42.113554,,,
"tensor(0.6380, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:42.433346,,,
"tensor(0.6206, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:42.729815,,,
"tensor(0.5633, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:43.021280,,,
"tensor(0.5948, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:43.315466,,,
"tensor(0.4726, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:43.589342,,,
"tensor(0.5084, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:43.867202,,,
"tensor(0.3868, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:44.173302,,,
"tensor(0.6115, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:44.462021,,,
"tensor(0.5984, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:44.750918,,,
"tensor(0.6793, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:45.104364,,,
"tensor(0.7125, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:45.390503,,,
"tensor(0.5465, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:45.775084,,,
,2021-02-28 17:37:46.470689,0.5960665941238403,0.0005,89.0
"tensor(0.5798, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:47.539545,,,
"tensor(0.6821, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:47.780423,,,
"tensor(0.6797, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:48.027276,,,
"tensor(0.5092, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:48.291978,,,
"tensor(0.5220, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:48.542765,,,
"tensor(0.5076, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:48.823890,,,
"tensor(0.7662, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:49.143779,,,
"tensor(0.4851, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:49.399536,,,
"tensor(0.5847, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:49.643544,,,
"tensor(0.5495, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:49.953601,,,
"tensor(0.3976, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:50.244486,,,
"tensor(0.4163, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:50.505605,,,
"tensor(0.5540, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:50.901970,,,
,2021-02-28 17:37:51.679685,0.556443989276886,0.0005,90.0
"tensor(0.6070, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:52.889892,,,
"tensor(0.6493, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:53.179056,,,
"tensor(0.5342, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:53.451200,,,
"tensor(0.4114, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:53.711012,,,
"tensor(0.6091, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:54.001707,,,
"tensor(0.4495, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:54.269038,,,
"tensor(0.5975, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:54.555374,,,
"tensor(0.6009, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:54.810100,,,
"tensor(0.4878, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:55.086794,,,
"tensor(0.4252, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:55.360132,,,
"tensor(0.5419, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:55.643767,,,
"tensor(0.4424, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:55.887551,,,
"tensor(0.5569, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:56.247912,,,
,2021-02-28 17:37:56.947736,0.5317825078964233,0.0005,91.0
"tensor(0.5682, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:58.210469,,,
"tensor(0.4737, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:58.535123,,,
"tensor(0.4285, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:58.826321,,,
"tensor(0.6239, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:59.074128,,,
"tensor(0.4776, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:59.346461,,,
"tensor(0.5912, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:59.610867,,,
"tensor(0.4684, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:37:59.941120,,,
"tensor(0.3966, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:00.210480,,,
"tensor(0.4404, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:00.481830,,,
"tensor(0.4548, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:00.746770,,,
"tensor(0.4894, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:00.989918,,,
"tensor(0.6631, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:01.297696,,,
"tensor(0.5181, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:01.646566,,,
,2021-02-28 17:38:02.582279,0.5072234272956848,0.0005,92.0
"tensor(0.7491, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:03.800855,,,
"tensor(0.5311, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:04.115263,,,
"tensor(0.4273, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:04.398077,,,
"tensor(0.5697, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:04.720379,,,
"tensor(0.5250, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:05.008452,,,
"tensor(0.4257, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:05.260519,,,
"tensor(0.6201, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:05.519149,,,
"tensor(0.5396, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:05.820795,,,
"tensor(0.6485, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:06.090915,,,
"tensor(0.4286, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:06.388141,,,
"tensor(0.6496, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:06.711132,,,
"tensor(0.4879, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:07.021488,,,
"tensor(0.4836, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:07.421949,,,
,2021-02-28 17:38:08.076867,0.5450757741928101,0.0005,93.0
"tensor(0.6716, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:09.197810,,,
"tensor(0.5106, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:09.504703,,,
"tensor(0.4402, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:09.757722,,,
"tensor(0.4921, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:10.004382,,,
"tensor(0.7112, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:10.300684,,,
"tensor(0.7294, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:10.603424,,,
"tensor(0.4086, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:10.841443,,,
"tensor(0.4816, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:11.087984,,,
"tensor(0.4386, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:11.335514,,,
"tensor(0.6815, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:11.582008,,,
"tensor(0.3830, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:11.844086,,,
"tensor(0.4619, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:12.146934,,,
"tensor(0.4645, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:12.522118,,,
,2021-02-28 17:38:13.508331,0.5288328528404236,0.0005,94.0
"tensor(0.4977, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:14.667390,,,
"tensor(0.3584, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:14.994898,,,
"tensor(0.4361, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:15.248595,,,
"tensor(0.4607, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:15.516362,,,
"tensor(0.6056, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:15.800876,,,
"tensor(0.5456, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:16.075321,,,
"tensor(0.5708, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:16.367148,,,
"tensor(0.5968, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:16.662199,,,
"tensor(0.4175, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:16.921701,,,
"tensor(0.6491, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:17.172933,,,
"tensor(0.4595, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:17.519504,,,
"tensor(0.3829, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:17.801124,,,
"tensor(0.5129, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:18.140534,,,
,2021-02-28 17:38:19.092944,0.49951693415641785,0.0005,95.0
"tensor(0.4274, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:20.370152,,,
"tensor(0.3855, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:20.668493,,,
"tensor(0.4690, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:20.944385,,,
"tensor(0.6473, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:21.187327,,,
"tensor(0.5190, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:21.447997,,,
"tensor(0.4297, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:21.711635,,,
"tensor(0.5408, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:22.006084,,,
"tensor(0.4010, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:22.273049,,,
"tensor(0.4405, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:22.575561,,,
"tensor(0.4309, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:22.838514,,,
"tensor(0.5333, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:23.139303,,,
"tensor(0.5184, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:23.419714,,,
"tensor(0.5026, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:23.802612,,,
,2021-02-28 17:38:24.498463,0.48040762543678284,0.0005,96.0
"tensor(0.5364, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:25.757979,,,
"tensor(0.3390, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:26.044017,,,
"tensor(0.5592, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:26.284014,,,
"tensor(0.5392, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:26.535361,,,
"tensor(0.5968, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:26.811867,,,
"tensor(0.4380, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:27.078797,,,
"tensor(0.4910, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:27.385542,,,
"tensor(0.4523, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:27.647153,,,
"tensor(0.4269, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:27.884691,,,
"tensor(0.4947, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:28.156683,,,
"tensor(0.4710, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:28.523844,,,
"tensor(0.5326, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:28.803518,,,
"tensor(0.3378, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:29.203363,,,
,2021-02-28 17:38:30.068507,0.4780663847923279,0.0005,97.0
"tensor(0.5255, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:31.404381,,,
"tensor(0.4847, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:31.669535,,,
"tensor(0.4137, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:31.921199,,,
"tensor(0.5466, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:32.212279,,,
"tensor(0.5283, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:32.513252,,,
"tensor(0.4625, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:32.781367,,,
"tensor(0.4219, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:33.070792,,,
"tensor(0.5138, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:33.352485,,,
"tensor(0.4164, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:33.635134,,,
"tensor(0.4704, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:33.907472,,,
"tensor(0.4951, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:34.197551,,,
"tensor(0.3768, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:34.438072,,,
"tensor(0.4468, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:34.830404,,,
,2021-02-28 17:38:35.528613,0.4694233536720276,0.0005,98.0
"tensor(0.5088, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:36.835924,,,
"tensor(0.4552, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:37.109049,,,
"tensor(0.5171, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:37.368294,,,
"tensor(0.4840, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:37.640858,,,
"tensor(0.4611, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:37.898000,,,
"tensor(0.6136, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:38.167095,,,
"tensor(0.3546, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:38.411940,,,
"tensor(0.4567, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:38.719295,,,
"tensor(0.5500, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:39.014570,,,
"tensor(0.4973, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:39.271402,,,
"tensor(0.3589, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:39.513196,,,
"tensor(0.4381, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:39.789428,,,
"tensor(0.5391, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:40.208637,,,
,2021-02-28 17:38:40.900668,0.4795798659324646,0.0005,99.0
"tensor(0.4226, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:42.035525,,,
"tensor(0.4074, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:42.334009,,,
"tensor(0.4174, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:42.614887,,,
"tensor(0.5180, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:42.888328,,,
"tensor(0.5152, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:43.169000,,,
"tensor(0.4141, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:43.407658,,,
"tensor(0.4818, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:43.687886,,,
"tensor(0.5928, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:44.005634,,,
"tensor(0.4089, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:44.268771,,,
"tensor(0.5638, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:44.550443,,,
"tensor(0.5212, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:44.792028,,,
"tensor(0.5019, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:45.044354,,,
"tensor(0.3169, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:45.409932,,,
,2021-02-28 17:38:46.466153,0.4678458273410797,0.0005,100.0
"tensor(0.3469, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:47.775133,,,
"tensor(0.4793, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:48.102048,,,
"tensor(0.4805, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:48.382661,,,
"tensor(0.4246, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:48.661284,,,
"tensor(0.5295, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:48.937713,,,
"tensor(0.3575, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:49.226075,,,
"tensor(0.4154, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:49.479976,,,
"tensor(0.6187, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:49.760711,,,
"tensor(0.5012, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:50.024042,,,
"tensor(0.4103, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:50.264960,,,
"tensor(0.4965, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:50.502910,,,
"tensor(0.5518, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:50.782406,,,
"tensor(0.3667, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:51.174587,,,
,2021-02-28 17:38:51.886540,0.45991840958595276,0.0005,101.0
"tensor(0.3632, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:53.193405,,,
"tensor(0.4596, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:53.482558,,,
"tensor(0.3605, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:53.746930,,,
"tensor(0.4733, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:53.997004,,,
"tensor(0.4906, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:54.249876,,,
"tensor(0.7076, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:54.542183,,,
"tensor(0.3665, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:54.802790,,,
"tensor(0.4364, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:55.096113,,,
"tensor(0.4720, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:55.384285,,,
"tensor(0.3912, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:55.628986,,,
"tensor(0.3585, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:55.877597,,,
"tensor(0.3973, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:56.186306,,,
"tensor(0.4020, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:56.562436,,,
,2021-02-28 17:38:57.516349,0.43682101368904114,0.0005,102.0
"tensor(0.5558, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:58.825939,,,
"tensor(0.3814, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:59.123129,,,
"tensor(0.3085, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:59.394797,,,
"tensor(0.4163, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:59.674078,,,
"tensor(0.6283, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:38:59.985959,,,
"tensor(0.5985, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:00.236962,,,
"tensor(0.3658, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:00.514875,,,
"tensor(0.5302, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:00.779702,,,
"tensor(0.4507, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:01.032866,,,
"tensor(0.4556, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:01.324791,,,
"tensor(0.3922, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:01.606443,,,
"tensor(0.4523, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:01.907242,,,
"tensor(0.3126, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:02.304839,,,
,2021-02-28 17:39:03.004648,0.44985273480415344,0.0005,103.0
"tensor(0.5458, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:04.222725,,,
"tensor(0.4629, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:04.539626,,,
"tensor(0.5843, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:04.785695,,,
